ORF;Gene Name;Raw Half life;Corrected Half Life
YNL229C;URE2;39;39
YNL230C;ELA1;13;13
YNL231C;PDR16;69;69
YNL232W;CSL4;53;53
YNL234W;;25;25
YNL236W;SIN4;-293;300
YNL238W;KEX2;93;93
YNL239W;LAP3;20;20
YNL241C;ZWF1;-117;300
YNL242W;ATG2;574;574
YNL243W;SLA2;480;480
YNL245C;CWC25;8;8
YNL246W;VPS75;-65;300
YNL247W;;39;39
YNL248C;RPA49;113;113
YNL249C;MPA43;90;90
YNL250W;RAD50;-924;300
YNL251C;NRD1;53;53
YNL252C;MRPL17;43;43
YNL254C;;14;14
YNL255C;GIS2;135;135
YNL256W;FOL1;13;13
YNL258C;DSL1;29;29
YNL259C;ATX1;39;39
YNL260C;;-116;300
YNL261W;ORC5;34;34
YNL262W;POL2;190;190
YNL264C;PDR17;52;52
YNL265C;IST1;138;138
YNL267W;PIK1;-156;300
YNL268W;LYP1;21;21
YNL271C;BNI1;79;79
YNL272C;SEC2;46;46
YNL273W;TOF1;103;103
YNL274C;;50;50
YNL275W;;6;6
YNL277W;MET2;23;23
YNL278W;CAF120;2;2
YNL279W;PRM1;2;2
YNL280C;ERG24;218;218
YNL281W;HCH1;-443;300
YNL282W;POP3;51;51
YNL284C;MRPL10;109;109
YNL286W;CUS2;3;3
YNL287W;SEC21;37;37
YNL289W;PCL1;3;3
YNL290W;RFC3;54;54
YNL291C;MID1;10;10
YNL292W;PUS4;65;65
YNL293W;MSB3;23;23
YNL295W;;15;15
YNL297C;MON2;22;22
YNL298W;CLA4;105;105
YNL299W;TRF5;35;35
YNL300W;;-146;300
YNL304W;YPT11;24;24
YNL308C;KRI1;31;31
YNL309W;STB1;69;69
YNL310C;ZIM17;101;101
YNL311C;;14;14
YNL312W;RFA2;125;125
YNL313C;;47;47
YNL315C;ATP11;64;64
YNL316C;PHA2;53;53
YNL317W;PFS2;38;38
YNL320W;;23;23
YNL322C;KRE1;14;14
YNL323W;LEM3;17;17
YNL325C;FIG4;18;18
YNL326C;;33;33
YNL329C;PEX6;44;44
YNL330C;RPD3;1168;1168
YNL336W;COS1;58;58
YNR004W;;-71;300
YNR006W;VPS27;7;7
YNR009W;;19;19
YNR010W;CSE2;30;30
YNR011C;PRP2;7;7
YNR012W;URK1;50;50
YNR013C;PHO91;37;37
YNR014W;;109;109
YNR015W;SMM1;99;99
YNR016C;ACC1;233;233
YNR018W;;-70;300
YNR021W;;24;24
YNR024W;;2;2
YNR026C;SEC12;61;61
YNR027W;BUD17;234;234
YNR029C;;40;40
YNR030W;ECM39;59;59
YNR032W;PPG1;39;39
YNR033W;ABZ1;28;28
YNR034W;SOL1;37;37
YNR034W-A;;-78;300
YNR035C;ARC35;43;43
YNR036C;;13;13
YNR038W;DBP6;74;74
YNR039C;ZRG17;39;39
YNR040W;;44;44
YNR043W;MVD1;65;65
YNR045W;PET494;68;68
YNR046W;;36;36
YNR047W;;295;295
YNR048W;;30;30
YNR049C;MSO1;39;39
YNR051C;BRE5;18;18
YNR052C;POP2;48;48
YNR053C;NOG2;381;381
YNR054C;ESF2;94;94
YNR058W;BIO3;56;56
YNR061C;;7;7
YNR074C;;49;49
YNR075W;COS10;548;548
YOL001W;PHO80;208;208
YOL004W;SIN3;17;17
YOL005C;RPB11;-167;300
YOL006C;TOP1;35;35
YOL009C;MDM12;24;24
YOL010W;RCL1;46;46
YOL011W;PLB3;15;15
YOL012C;HTZ1;261;261
YOL013C;HRD1;45;45
YOL016C;CMK2;-70;300
YOL017W;ESC8;30;30
YOL019W;;73;73
YOL020W;TAT2;26;26
YOL021C;DIS3;27;27
YOL022C;;44;44
YOL023W;IFM1;11;11
YOL025W;LAG2;36;36
YOL027C;MDM38;43;43
YOL028C;YAP7;18;18
YOL030W;GAS5;11;11
YOL031C;SIL1;779;779
YOL032W;;-377;300
YOL033W;MSE1;108;108
YOL034W;SMC5;453;453
YOL038W;PRE6;-115;300
YOL039W;RPP2A;159;159
YOL041C;NOP12;35;35
YOL042W;NGL1;47;47
YOL043C;NTG2;-3648;300
YOL044W;PEX15;143;143
YOL045W;PSK2;45;45
YOL047C;;35;35
YOL048C;;112;112
YOL049W;GSH2;75;75
YOL051W;GAL11;3;3
YOL052C;SPE2;111;111
YOL052C-A;DDR2;-475;300
YOL054W;PSH1;54;54
YOL055C;THI20;50;50
YOL056W;GPM3;-8292;300
YOL057W;;56;56
YOL058W;ARG1;135;135
YOL059W;GPD2;116;116
YOL060C;MAM3;8;8
YOL061W;PRS5;124;124
YOL062C;APM4;2;2
YOL064C;MET22;31;31
YOL065C;INP54;14;14
YOL066C;RIB2;42;42
YOL067C;RTG1;32;32
YOL068C;HST1;56;56
YOL069W;NUF2;114;114
YOL070C;;53;53
YOL071W;EMI5;59;59
YOL072W;THP1;66;66
YOL076W;MDM20;139;139
YOL077C;BRX1;170;170
YOL078W;AVO1;11;11
YOL080C;REX4;97;97
YOL081W;IRA2;13;13
YOL082W;ATG19;41;41
YOL087C;;-394;300
YOL088C;MPD2;35;35
YOL090W;MSH2;32;32
YOL092W;;13;13
YOL093W;TRM10;-118;300
YOL094C;RFC4;-79;300
YOL096C;COQ3;3;3
YOL097C;WRS1;153;153
YOL098C;;24;24
YOL100W;PKH2;12;12
YOL101C;IZH4;19;19
YOL102C;TPT1;112;112
YOL103W;ITR2;71;71
YOL104C;NDJ1;13;13
YOL105C;WSC3;41;41
YOL107W;;32;32
YOL108C;INO4;42;42
YOL109W;ZEO1;-674;300
YOL110W;SHR5;20;20
YOL111C;;176;176
YOL112W;MSB4;28;28
YOL113W;SKM1;21;21
YOL115W;TRF4;43;43
YOL116W;MSN1;9;9
YOL117W;RRI2;51;51
YOL121C;RPS19A;-76;300
YOL124C;;50;50
YOL125W;;61;61
YOL126C;MDH2;244;244
YOL129W;VPS68;-2417;300
YOL130W;ALR1;13;13
YOL135C;MED7;37;37
YOL136C;PFK27;52;52
YOL137W;BSC6;129;129
YOL140W;ARG8;81;81
YOL141W;PPM2;23;23
YOL142W;RRP40;242;242
YOL143C;RIB4;61;61
YOL144W;NOP8;268;268
YOL145C;CTR9;24;24
YOL146W;PSF3;19;19
YOL148C;SPT20;25;25
YOL149W;DCP1;23;23
YOL151W;GRE2;90;90
YOL159C-A;;2;2
YOR001W;RRP6;19;19
YOR004W;;-212;300
YOR006C;;58;58
YOR007C;SGT2;1551;1551
YOR008C;SLG1;25;25
YOR014W;RTS1;18;18
YOR016C;ERP4;606;606
YOR017W;PET127;19;19
YOR018W;ROD1;16;16
YOR021C;;129;129
YOR022C;;48;48
YOR023C;AHC1;24;24
YOR025W;HST3;3;3
YOR026W;BUB3;22;22
YOR027W;STI1;89;89
YOR033C;EXO1;2;2
YOR035C;SHE4;38;38
YOR037W;CYC2;147;147
YOR038C;HIR2;29;29
YOR039W;CKB2;-1054;300
YOR040W;GLO4;252;252
YOR042W;CUE5;3;3
YOR043W;WHI2;41;41
YOR044W;;7;7
YOR046C;DBP5;70;70
YOR047C;STD1;8;8
YOR052C;;103;103
YOR056C;NOB1;234;234
YOR057W;SGT1;34;34
YOR058C;ASE1;3;3
YOR060C;;21;21
YOR061W;CKA2;54;54
YOR062C;;32;32
YOR063W;RPL3;120;120
YOR065W;CYT1;161;161
YOR069W;VPS5;18;18
YOR070C;GYP1;21;21
YOR071C;;11;11
YOR073W;SGO1;11;11
YOR076C;SKI7;20;20
YOR077W;RTS2;38;38
YOR078W;BUD21;83;83
YOR081C;STC2;17;17
YOR083W;WHI5;71;71
YOR084W;;63;63
YOR085W;OST3;117;117
YOR086C;TCB1;318;318
YOR090C;PTC5;27;27
YOR091W;;45;45
YOR092W;ECM3;3;3
YOR095C;RKI1;-233;300
YOR098C;NUP1;21;21
YOR099W;KTR1;3;3
YOR101W;RAS1;106;106
YOR104W;PIN2;69;69
YOR106W;VAM3;13;13
YOR108W;LEU9;38;38
YOR109W;INP53;68;68
YOR110W;TFC7;32;32
YOR111W;;42;42
YOR112W;;39;39
YOR113W;AZF1;6;6
YOR118W;;86;86
YOR120W;GCY1;45;45
YOR123C;LEO1;49;49
YOR124C;UBP2;80;80
YOR127W;RGA1;37;37
YOR129C;;24;24
YOR130C;ORT1;23;23
YOR131C;;23;23
YOR132W;VPS17;20;20
YOR133W;EFT1;155;155
YOR136W;IDH2;-364;300
YOR138C;RUP1;30;30
YOR140W;SFL1;23;23
YOR141C;ARP8;199;199
YOR142W;LSC1;1026;1026
YOR143C;THI80;82;82
YOR144C;ELG1;2;2
YOR147W;MDM32;32;32
YOR150W;MRPL23;-123;300
YOR152C;;69;69
YOR153W;PDR5;89;89
YOR154W;;21;21
YOR155C;ISN1;50;50
YOR156C;NFI1;19;19
YOR157C;PUP1;254;254
YOR158W;PET123;54;54
YOR159C;SME1;-80;300
YOR160W;MTR10;68;68
YOR161C;PNS1;43;43
YOR163W;DDP1;-132;300
YOR164C;;272;272
YOR165W;SEY1;135;135
YOR167C;RPS28A;117;117
YOR168W;GLN4;25;25
YOR171C;LCB4;47;47
YOR172W;YRM1;92;92
YOR174W;MED4;-157;300
YOR175C;;-247;300
YOR176W;HEM15;123;123
YOR177C;MPC54;37;37
YOR179C;SYC1;287;287
YOR181W;LAS17;20;20
YOR182C;RPS30B;74;74
YOR188W;MSB1;41;41
YOR189W;IES4;-230;300
YOR193W;PEX27;42;42
YOR195W;SLK19;25;25
YOR196C;LIP5;69;69
YOR197W;MCA1;19;19
YOR198C;BFR1;128;128
YOR199W;;372;372
YOR201C;PET56;25;25
YOR202W;HIS3;14;14
YOR205C;FMP38;53;53
YOR206W;NOC2;224;224
YOR207C;RET1;25;25
YOR208W;PTP2;3;3
YOR209C;NPT1;176;176
YOR212W;STE4;74;74
YOR213C;SAS5;68;68
YOR215C;;100;100
YOR216C;RUD3;8;8
YOR217W;RFC1;44;44
YOR219C;STE13;15;15
YOR220W;;25;25
YOR221C;MCT1;322;322
YOR223W;;22;22
YOR224C;RPB8;-5096;300
YOR226C;ISU2;31;31
YOR227W;;3;3
YOR229W;WTM2;52;52
YOR230W;WTM1;62;62
YOR231W;MKK1;18;18
YOR233W;KIN4;7;7
YOR234C;RPL33B;-208;300
YOR236W;DFR1;36;36
YOR237W;HES1;25;25
YOR238W;;23;23
YOR239W;ABP140;-142;300
YOR241W;MET7;99;99
YOR243C;PUS7;40;40
YOR244W;ESA1;208;208
YOR245C;DGA1;41;41
YOR246C;;17;17
YOR247W;SRL1;56;56
YOR249C;APC5;18;18
YOR250C;CLP1;9;9
YOR251C;;296;296
YOR252W;;62;62
YOR253W;NAT5;44;44
YOR254C;SEC63;-72;300
YOR256C;;2;2
YOR258W;HNT3;50;50
YOR260W;GCD1;1041;1041
YOR261C;RPN8;145;145
YOR262W;;-370;300
YOR264W;DSE3;36;36
YOR265W;RBL2;30;30
YOR266W;PNT1;34;34
YOR267C;HRK1;24;24
YOR269W;PAC1;10;10
YOR270C;VPH1;44;44
YOR271C;;31;31
YOR272W;YTM1;52;52
YOR273C;TPO4;-203;300
YOR274W;MOD5;12;12
YOR275C;RIM20;27;27
YOR276W;CAF20;-320;300
YOR278W;HEM4;89;89
YOR279C;RFM1;21;21
YOR281C;PLP2;203;203
YOR283W;;68;68
YOR284W;HUA2;97;97
YOR285W;;140;140
YOR286W;FMP31;-405;300
YOR288C;MPD1;20;20
YOR289W;;-152;300
YOR293W;RPS10A;-123;300
YOR295W;UAF30;826;826
YOR296W;;14;14
YOR298C-A;MBF1;106;106
YOR299W;BUD7;62;62
YOR303W;CPA1;25;25
YOR304W;ISW2;16;16
YOR305W;;25;25
YOR307C;SLY41;90;90
YOR308C;SNU66;22;22
YOR310C;NOP58;38;38
YOR312C;RPL20B;-317;300
YOR315W;;26;26
YOR316C;COT1;18;18
YOR317W;FAA1;-237;300
YOR319W;HSH49;87;87
YOR320C;GNT1;3;3
YOR321W;PMT3;9;9
YOR323C;PRO2;106;106
YOR324C;FRT1;9;9
YOR326W;MYO2;168;168
YOR327C;SNC2;10;10
YOR329C;SCD5;13;13
YOR330C;MIP1;17;17
YOR332W;VMA4;10;10
YOR335C;ALA1;108;108
YOR336W;KRE5;7;7
YOR337W;TEA1;4;4
YOR340C;RPA43;-453;300
YOR341W;RPA190;27;27
YOR342C;;15;15
YOR347C;PYK2;462;462
YOR349W;CIN1;16;16
YOR350C;MNE1;31;31
YOR352W;;18;18
YOR353C;SOG2;54;54
YOR354C;MSC6;80;80
YOR355W;GDS1;5;5
YOR356W;;24;24
YOR357C;GRD19;29;29
YOR358W;HAP5;-100;300
YOR359W;VTS1;22;22
YOR360C;PDE2;45;45
YOR361C;PRT1;51;51
YOR362C;PRE10;53;53
YOR363C;PIP2;3;3
YOR367W;SCP1;1300;1300
YOR370C;MRS6;58;58
YOR371C;GPB1;28;28
YOR372C;NDD1;6;6
YOR373W;NUD1;32;32
YOR374W;ALD4;41;41
YOR377W;ATF1;103;103
YOR385W;;55;55
YOR386W;PHR1;28;28
YPL002C;SNF8;96;96
YPL004C;LSP1;389;389
YPL005W;AEP3;11;11
YPL006W;NCR1;84;84
YPL007C;TFC8;44;44
YPL008W;CHL1;67;67
YPL011C;TAF3;40;40
YPL013C;MRPS16;59;59
YPL014W;;11;11
YPL015C;HST2;33;33
YPL016W;SWI1;6;6
YPL017C;;29;29
YPL018W;CTF19;-116;300
YPL019C;VTC3;17;17
YPL020C;ULP1;21;21
YPL022W;RAD1;67;67
YPL026C;SKS1;879;879
YPL028W;ERG10;117;117
YPL029W;SUV3;44;44
YPL030W;;16;16
YPL031C;PHO85;217;217
YPL032C;SVL3;24;24
YPL034W;;-301;300
YPL037C;EGD1;-103;300
YPL038W;MET31;95;95
YPL040C;ISM1;-194;300
YPL041C;;54;54
YPL043W;NOP4;22;22
YPL045W;VPS16;30;30
YPL046C;ELC1;5;5
YPL047W;SGF11;21;21
YPL048W;CAM1;45;45
YPL049C;DIG1;26;26
YPL050C;MNN9;7;7
YPL051W;ARL3;72;72
YPL052W;;73;73
YPL053C;KTR6;27;27
YPL055C;LGE1;15;15
YPL057C;SUR1;33;33
YPL058C;PDR12;-282;300
YPL059W;GRX5;94;94
YPL060W;LPE10;29;29
YPL061W;ALD6;115;115
YPL063W;TIM50;39;39
YPL064C;CWC27;173;173
YPL065W;VPS28;259;259
YPL066W;;20;20
YPL067C;;45;45
YPL068C;;33;33
YPL069C;BTS1;95;95
YPL071C;;61;61
YPL072W;UBP16;53;53
YPL074W;YTA6;40;40
YPL075W;GCR1;36;36
YPL076W;GPI2;70;70
YPL079W;RPL21B;84;84
YPL081W;RPS9A;169;169
YPL082C;MOT1;60;60
YPL083C;SEN54;25;25
YPL084W;BRO1;27;27
YPL086C;ELP3;32;32
YPL089C;RLM1;32;32
YPL090C;RPS6A;100;100
YPL091W;GLR1;35;35
YPL093W;NOG1;28;28
YPL094C;SEC62;157;157
YPL096W;PNG1;108;108
YPL097W;MSY1;33;33
YPL100W;ATG21;56;56
YPL101W;ELP4;75;75
YPL103C;FMP30;14;14
YPL104W;MSD1;65;65
YPL105C;;6;6
YPL106C;SSE1;101;101
YPL107W;;74;74
YPL109C;;110;110
YPL110C;;-202;300
YPL111W;CAR1;69;69
YPL112C;PEX25;180;180
YPL115C;BEM3;60;60
YPL116W;HOS3;-32558;300
YPL117C;IDI1;136;136
YPL118W;MRP51;16;16
YPL119C;DBP1;18;18
YPL120W;VPS30;24;24
YPL122C;TFB2;46;46
YPL125W;KAP120;214;214
YPL126W;NAN1;55;55
YPL127C;HHO1;35;35
YPL128C;TBF1;46;46
YPL129W;TAF14;251;251
YPL133C;RDS2;12;12
YPL134C;ODC1;181;181
YPL135W;ISU1;25;25
YPL138C;SPP1;40;40
YPL139C;UME1;-123;300
YPL140C;MKK2;29;29
YPL144W;;-108;300
YPL146C;;33;33
YPL148C;PPT2;-879;300
YPL149W;ATG5;-629;300
YPL150W;;9;9
YPL151C;PRP46;124;124
YPL152W;RRD2;-1019;300
YPL153C;RAD53;2;2
YPL155C;KIP2;-394;300
YPL158C;;2;2
YPL160W;CDC60;81;81
YPL161C;BEM4;39;39
YPL162C;;2;2
YPL166W;;48;48
YPL168W;;107;107
YPL169C;MEX67;41;41
YPL170W;DAP1;-470;300
YPL174C;NIP100;10;10
YPL176C;;3;3
YPL177C;CUP9;27;27
YPL178W;CBC2;87;87
YPL181W;CTI6;29;29
YPL183C;;21;21
YPL183W-A;;2298;2298
YPL184C;;65;65
YPL188W;POS5;86;86
YPL190C;NAB3;38;38
YPL191C;;-537;300
YPL193W;RSA1;30;30
YPL194W;DDC1;16;16
YPL195W;APL5;331;331
YPL196W;OXR1;411;411
YPL198W;RPL7B;82;82
YPL199C;;15;15
YPL202C;AFT2;35;35
YPL203W;TPK2;25;25
YPL204W;HRR25;25;25
YPL206C;;18;18
YPL207W;;164;164
YPL208W;;29;29
YPL209C;IPL1;78;78
YPL210C;SRP72;53;53
YPL211W;NIP7;40;40
YPL212C;PUS1;151;151
YPL213W;LEA1;175;175
YPL214C;THI6;77;77
YPL216W;;52;52
YPL219W;PCL8;14;14
YPL220W;RPL1A;76;76
YPL221W;BOP1;-338;300
YPL222W;FMP40;25;25
YPL223C;GRE1;80;80
YPL225W;;34;34
YPL226W;NEW1;33;33
YPL227C;ALG5;-121;300
YPL228W;CET1;33;33
YPL229W;;84;84
YPL231W;FAS2;19;19
YPL232W;SSO1;14;14
YPL233W;NSL1;26;26
YPL234C;TFP3;75;75
YPL235W;RVB2;250;250
YPL239W;YAR1;25;25
YPL241C;CIN2;44;44
YPL242C;IQG1;-614;300
YPL243W;SRP68;37;37
YPL247C;;60;60
YPL249C;GYP5;-175;300
YPL250C;ICY2;-197;300
YPL254W;HFI1;28;28
YPL256C;CLN2;5;5
YPL259C;APM1;37;37
YPL260W;;57;57
YPL263C;KEL3;29;29
YPL265W;DIP5;7;7
YPL267W;;5;5
YPL268W;PLC1;3;3
YPL269W;KAR9;30;30
YPL270W;MDL2;57;57
YPL271W;ATP15;-176;300
YPL273W;SAM4;129;129
YPL274W;SAM3;16;16
YPL280W;HSP32;-158;300
YPR002W;PDH1;34;34
YPR003C;;35;35
YPR004C;;-164;300
YPR006C;ICL2;60;60
YPR008W;HAA1;17;17
YPR016C;TIF6;69;69
YPR017C;DSS4;154;154
YPR018W;RLF2;24;24
YPR019W;CDC54;-260;300
YPR020W;ATP20;25;25
YPR022C;;20;20
YPR023C;EAF3;70;70
YPR024W;YME1;52;52
YPR025C;CCL1;84;84
YPR029C;APL4;27;27
YPR031W;NTO1;12;12
YPR032W;SRO7;46;46
YPR033C;HTS1;45;45
YPR034W;ARP7;762;762
YPR035W;GLN1;73;73
YPR036W;VMA13;223;223
YPR037C;ERV2;33;33
YPR040W;TIP41;129;129
YPR041W;TIF5;186;186
YPR043W;RPL43A;264;264
YPR045C;;58;58
YPR046W;MCM16;104;104
YPR047W;MSF1;303;303
YPR049C;ATG11;73;73
YPR051W;MAK3;235;235
YPR056W;TFB4;13;13
YPR057W;BRR1;-175;300
YPR060C;ARO7;3;3
YPR061C;JID1;11;11
YPR062W;FCY1;-202;300
YPR063C;;24;24
YPR065W;ROX1;52;52
YPR066W;UBA3;30;30
YPR067W;ISA2;18;18
YPR068C;HOS1;6;6
YPR070W;MED1;25;25
YPR071W;;165;165
YPR072W;NOT5;26;26
YPR073C;LTP1;44;44
YPR075C;OPY2;64;64
YPR079W;MRL1;252;252
YPR080W;TEF1;56;56
YPR081C;GRS2;38;38
YPR083W;MDM36;33;33
YPR086W;SUA7;17;17
YPR091C;;51;51
YPR097W;;19;19
YPR098C;;65;65
YPR100W;MRPL51;-390;300
YPR101W;SNT309;-154;300
YPR102C;RPL11A;71;71
YPR103W;PRE2;-182;300
YPR104C;FHL1;40;40
YPR105C;COG4;35;35
YPR106W;ISR1;14;14
YPR107C;YTH1;146;146
YPR108W;RPN7;-101;300
YPR111W;DBF20;16;16
YPR112C;MRD1;16;16
YPR113W;PIS1;17;17
YPR114W;;27;27
YPR115W;;3;3
YPR116W;;960;960
YPR118W;;-308;300
YPR119W;CLB2;22;22
YPR120C;CLB5;44;44
YPR122W;AXL1;53;53
YPR124W;CTR1;80;80
YPR125W;;44;44
YPR127W;;92;92
YPR128C;ANT1;39;39
YPR129W;SCD6;30;30
YPR131C;NAT3;140;140
YPR132W;RPS23B;43;43
YPR133C;IWS1;86;86
YPR134W;MSS18;34;34
YPR135W;CTF4;49;49
YPR137W;RRP9;79;79
YPR138C;MEP3;1421;1421
YPR139C;VPS66;169;169
YPR140W;TAZ1;26;26
YPR141C;KAR3;27;27
YPR143W;RRP15;66;66
YPR144C;NOC4;39;39
YPR147C;;8;8
YPR148C;;38;38
YPR152C;;1214;1214
YPR153W;;19;19
YPR154W;PIN3;384;384
YPR155C;NCA2;41;41
YPR156C;TPO3;35;35
YPR159W;KRE6;324;324
YPR161C;SGV1;12;12
YPR162C;ORC4;67;67
YPR163C;TIF3;67;67
YPR167C;MET16;54;54
YPR168W;NUT2;55;55
YPR169W;JIP5;50;50
YPR171W;BSP1;65;65
YPR172W;;142;142
YPR173C;VPS4;57;57
YPR174C;;139;139
YPR175W;DPB2;62;62
YPR176C;BET2;-65;300
YPR178W;PRP4;57;57
YPR179C;HDA3;30;30
YPR180W;AOS1;85;85
YPR183W;DPM1;3;3
YPR184W;GDB1;18;18
YPR185W;ATG13;14;14
YPR186C;PZF1;99;99
YPR187W;RPO26;-3704;300
YPR188C;MLC2;6;6
YPR189W;SKI3;32;32
YPR190C;RPC82;27;27
YPR191W;QCR2;352;352
